lifespan,genetic,mass,exercise,smoking,alcohol,sugar
83.6,85.5,74.2,3.3,20.7,0.5,35.6
69.1,70.1,108.0,4.1,11.6,4.3,34.0
69.4,70.6,59.5,4.6,16.9,1.3,12.8
82.3,79.8,94.3,4.5,0.7,0.4,33.6
69.5,72.1,79.2,0.9,15.0,0.1,15.2
96.2,92.7,79.2,4.3,0.3,2.0,8.8
79.0,78.3,72.0,1.9,0.6,0.8,13.2
66.6,73.3,136.8,2.3,19.4,0.8,23.6
78.8,82.2,69.0,1.2,16.3,5.7,13.2
74.7,76.7,74.2,1.7,12.7,5.0,35.6
73.4,71.4,65.8,3.6,14.5,5.7,23.6
86.2,85.6,88.5,2.6,1.3,3.4,33.6
67.8,69.2,101.4,1.8,5.5,0.5,27.6
101.7,100.6,130.0,4.1,2.1,5.1,22.0
80.7,80.2,126.4,2.8,0.0,0.6,32.8
83.2,85.4,131.4,3.8,6.5,1.4,43.6
77.6,77.1,111.3,1.6,1.0,2.1,8.4
77.8,81.6,61.3,0.6,9.3,4.5,39.6
93.0,90.9,81.5,3.9,2.4,4.9,9.2
79.6,80.1,69.4,1.4,2.3,0.6,29.6
77.2,78.8,109.6,1.2,7.7,0.8,34.4
75.5,75.6,50.3,1.9,5.4,1.3,8.0
87.2,86.1,106.1,3.1,3.6,0.4,27.2
68.2,71.3,91.6,1.3,11.9,4.9,10.8
80.9,87.7,111.9,0.4,15.1,5.4,21.6
66.6,72.0,75.4,2.0,12.2,3.2,16.0
101.6,100.1,54.6,2.5,0.4,1.2,17.2
84.1,86.2,51.9,0.4,2.5,4.0,39.2
96.5,93.5,95.2,5.4,2.8,2.1,22.0
81.8,89.3,128.8,3.4,16.8,6.0,32.8
79.2,81.2,143.5,2.7,3.5,4.6,9.2
88.0,89.7,152.6,2.8,11.0,1.9,24.0
90.6,91.8,113.0,2.3,22.0,0.4,36.4
65.4,66.3,95.2,2.0,0.0,0.6,38.8
78.0,78.0,94.0,3.3,15.5,0.2,22.8
63.9,64.9,92.7,2.9,6.7,0.8,23.2
68.1,69.5,101.6,2.7,10.8,0.5,24.4
77.5,81.6,140.9,1.7,11.6,2.7,36.4
72.6,72.7,106.2,2.2,5.3,2.2,12.0
86.2,88.6,54.2,0.5,7.9,4.3,14.0
76.8,80.3,105.5,3.7,12.1,2.2,38.0
82.9,85.7,85.7,2.4,5.7,4.8,35.2
86.1,91.4,93.2,1.2,14.1,3.8,27.2
82.2,85.2,75.7,2.0,13.5,3.2,25.6
77.2,77.3,98.7,1.0,0.5,3.6,19.2
73.6,76.8,115.5,2.9,17.8,2.9,28.4
78.5,77.6,69.0,1.8,4.3,0.5,10.8
85.9,89.3,132.2,3.5,8.0,1.2,26.4
88.6,90.8,97.6,4.6,21.3,1.7,28.0
79.7,82.6,83.4,0.4,17.3,0.1,28.0
74.4,75.0,93.0,1.3,7.0,0.7,36.8
85.8,83.8,50.2,2.9,0.3,0.6,22.8
85.5,87.3,78.1,3.8,8.6,0.3,15.2
79.8,80.6,89.1,2.7,5.2,2.4,50.0
82.9,86.1,53.1,2.8,12.6,5.1,26.4
73.6,76.4,90.6,2.6,10.5,1.8,21.2
81.4,83.7,125.7,4.0,22.1,5.2,17.6
75.2,75.6,81.1,2.5,4.8,0.6,26.4
80.6,83.0,72.7,4.0,16.9,2.4,3.2
66.0,69.1,159.6,1.5,7.4,5.6,19.2
75.7,75.7,70.0,2.9,6.9,2.2,39.2
84.7,88.2,81.9,0.4,18.3,0.6,40.8
80.1,85.8,105.3,1.4,14.1,4.2,14.0
80.4,78.9,113.2,2.7,0.4,1.0,11.6
78.6,78.8,77.5,2.0,2.2,4.2,39.6
93.6,93.4,78.9,5.1,8.2,1.3,30.8
74.4,80.5,74.1,1.6,19.0,0.2,30.4
78.3,79.2,111.1,4.2,7.3,4.1,24.4
72.6,79.5,105.2,2.3,18.4,4.0,28.8
87.9,83.0,81.7,5.2,0.3,0.4,30.8
74.5,77.0,108.8,2.0,8.7,1.0,35.6
78.2,77.3,91.3,3.9,2.9,1.0,32.4
76.9,78.9,81.5,2.4,9.3,1.4,40.4
82.1,86.7,76.7,1.4,9.8,1.2,37.2
83.0,84.7,75.8,1.5,14.7,0.4,9.2
69.3,70.5,125.7,5.2,16.6,1.0,47.6
66.6,72.0,119.1,1.9,13.5,0.4,18.4
75.1,78.4,105.3,2.4,14.6,2.6,19.2
65.9,67.8,95.3,3.5,14.8,2.2,39.6
85.7,87.1,160.4,2.9,0.3,0.3,36.4
77.5,83.6,146.2,1.6,13.4,5.4,16.4
84.6,85.5,56.5,0.7,3.3,0.5,23.6
82.1,83.8,99.7,2.5,7.7,4.2,14.0
78.0,81.4,95.4,1.0,8.1,4.0,30.8
65.3,64.1,115.2,4.9,13.1,2.1,9.6
99.4,102.0,60.8,3.3,21.1,0.4,25.2
77.5,78.1,78.8,2.1,10.7,4.7,25.2
71.5,77.0,111.0,2.7,14.6,4.9,23.6
92.7,93.9,112.3,1.5,7.7,2.4,28.0
85.8,87.8,93.3,1.1,11.3,5.2,13.6
92.1,92.2,98.9,1.8,1.5,4.9,9.2
82.1,83.6,84.0,3.2,19.6,0.4,18.0
86.6,85.7,89.5,2.5,0.3,0.8,26.8
72.5,76.8,59.4,1.8,10.3,4.8,7.6
80.9,81.1,96.7,2.4,5.9,0.2,28.0
80.4,79.3,70.5,3.1,1.3,0.7,18.4
83.3,85.9,118.9,2.2,5.7,2.2,36.8
86.0,85.8,74.6,2.3,4.8,0.3,32.4
87.7,90.8,103.1,1.3,8.4,5.1,20.4
72.4,74.2,61.0,1.9,8.2,4.8,19.6
74.6,73.0,60.6,2.1,0.2,0.3,30.8
72.2,78.7,60.6,1.0,20.4,5.3,6.4
75.2,77.9,140.5,1.9,8.6,0.8,19.2
78.1,85.4,110.1,1.1,20.5,2.3,20.4
74.0,76.1,81.7,1.4,8.7,0.6,28.4
90.6,92.1,89.6,2.4,14.6,1.3,13.2
84.4,86.5,83.3,1.8,6.7,0.5,24.0
92.6,96.3,81.1,2.3,13.1,4.7,22.8
79.7,78.2,64.3,4.3,3.0,3.8,25.6
77.1,85.0,144.7,2.5,18.3,3.4,21.2
83.6,82.3,83.3,4.8,1.4,4.1,38.8
76.1,78.6,90.2,3.5,21.7,3.5,12.8
85.8,85.0,55.5,2.6,0.9,4.4,34.0
85.7,85.2,76.5,1.9,2.1,3.8,18.0
82.6,81.4,86.9,4.6,5.6,2.8,28.0
81.9,82.8,113.0,1.9,1.5,5.4,16.0
86.9,85.1,65.6,4.7,3.3,0.5,39.6
99.9,102.2,126.8,1.4,6.8,0.8,32.4
82.7,82.2,103.7,5.4,11.5,1.3,40.8
61.8,64.5,76.0,3.4,17.8,0.3,36.0
78.1,82.3,60.7,2.6,18.0,4.3,22.4
77.0,79.7,80.6,1.0,9.3,1.3,15.6
76.3,76.2,103.8,5.1,15.5,5.0,20.8
83.2,82.1,95.2,2.6,0.6,0.9,14.0
85.7,87.7,53.4,3.3,11.7,1.5,31.6
75.9,75.4,100.1,2.7,1.1,5.7,12.8
74.7,74.9,67.9,1.9,2.1,4.3,32.4
90.1,88.1,91.9,4.6,3.4,1.0,22.0
72.3,74.0,87.4,1.4,7.1,0.1,23.6
71.1,73.9,95.0,2.1,17.4,2.5,32.0
71.5,75.3,88.6,1.0,13.4,0.9,34.8
86.0,85.6,128.7,4.7,5.0,0.5,14.0
81.0,85.9,67.0,2.2,19.6,4.1,29.2
78.5,81.4,122.6,1.4,6.3,1.0,9.6
70.4,77.4,83.3,1.2,17.2,0.5,48.0
83.4,85.4,85.6,1.6,12.6,0.3,14.8
71.3,73.4,116.0,1.6,0.2,4.9,55.2
73.4,79.0,122.0,2.3,16.6,0.4,26.8
86.9,91.9,68.6,3.1,19.9,2.9,24.0
77.2,80.4,65.4,1.5,19.0,0.9,20.0
86.7,85.4,71.4,2.2,0.4,0.2,16.0
88.7,86.1,70.8,4.8,8.4,2.1,14.4
75.3,78.9,115.4,1.8,9.9,1.5,32.8
96.7,96.8,74.3,1.7,4.8,1.4,23.2
82.2,83.2,139.7,3.6,4.0,4.6,39.2
80.8,79.7,74.9,3.4,8.3,1.6,14.4
85.4,85.6,76.4,2.4,0.1,4.7,39.6
77.6,79.4,116.0,2.7,3.4,5.2,12.8
64.3,69.9,68.5,1.6,16.6,4.3,33.6
71.5,71.7,100.7,2.9,9.2,0.6,17.2
73.3,74.1,106.2,3.6,8.3,4.1,40.0
77.3,77.7,93.3,1.6,2.9,1.5,52.4
81.0,87.4,133.4,1.5,20.5,5.3,22.4
86.3,89.2,65.4,2.2,13.4,4.1,34.4
91.8,94.1,60.8,1.4,11.1,3.8,11.2
77.7,80.1,120.8,1.2,6.9,1.0,29.2
85.3,87.6,134.8,3.5,21.2,0.6,26.0
79.6,87.1,122.6,1.1,22.1,2.0,20.8
89.6,90.1,77.3,1.4,2.6,1.3,47.2
78.6,79.5,85.9,2.0,10.9,5.2,32.0
72.9,80.5,88.7,0.7,20.5,3.7,38.0
88.9,89.4,79.9,2.4,5.5,0.2,42.4
87.0,85.3,76.5,2.7,0.3,5.4,13.2
79.1,82.9,54.3,1.0,22.0,1.2,21.2
88.5,88.7,57.2,1.7,1.4,2.9,24.4
87.1,85.9,70.5,2.2,0.7,2.5,36.0
82.5,80.6,105.0,3.9,3.0,0.1,22.8
74.2,74.2,55.8,1.7,0.7,5.2,19.2
85.9,89.0,75.4,2.6,14.8,2.9,30.8
80.9,82.8,107.2,0.8,6.0,0.5,25.6
76.2,72.7,63.5,3.6,1.0,0.7,8.4
92.3,95.7,121.0,3.0,16.4,0.9,18.8
62.0,70.6,135.9,1.2,13.4,0.6,30.0
90.5,93.4,77.6,1.3,12.5,3.5,12.0
75.9,79.8,87.7,2.8,18.6,0.5,24.4
70.0,74.0,95.7,1.4,8.7,2.6,42.4
78.4,79.9,75.9,3.4,15.0,0.2,16.8
81.5,78.4,86.9,5.4,1.1,5.6,19.6
76.1,81.0,53.3,2.1,20.5,1.8,21.6
69.7,69.9,73.4,1.9,6.9,0.3,10.0
86.0,90.1,117.9,0.2,5.2,4.3,45.6
73.1,73.5,75.7,4.5,11.0,0.4,14.4
69.4,70.0,69.5,1.6,0.3,3.9,28.4
84.3,87.8,96.1,2.5,20.4,0.5,17.2
83.0,83.0,60.5,2.1,6.0,0.7,11.2
75.0,80.8,95.0,2.5,17.4,2.9,24.8
96.6,100.2,95.2,3.3,19.6,0.6,42.0
71.9,74.9,142.8,1.6,0.4,4.1,22.0
83.0,86.2,96.1,2.0,9.3,0.9,43.2
73.1,76.4,118.1,1.9,12.7,4.5,10.8
77.2,82.0,92.2,1.1,11.4,5.4,29.2
83.5,87.2,52.3,1.8,21.2,1.1,6.8
86.2,83.8,87.1,3.4,0.5,2.8,17.2
76.8,75.4,91.3,2.2,1.1,0.4,20.4
86.9,91.8,118.6,0.8,18.9,0.9,28.8
90.1,88.1,87.7,2.4,0.2,1.3,26.0
98.7,98.6,121.0,4.6,12.3,6.0,12.4
94.0,97.4,65.5,1.7,8.8,5.6,34.8
79.9,84.2,90.0,1.4,19.0,1.7,10.8
88.6,90.4,82.8,2.9,16.6,3.3,14.0
83.2,86.6,100.1,2.1,16.6,0.6,34.8
73.9,77.0,52.8,2.3,20.1,0.6,24.8
74.3,78.6,116.7,2.4,12.1,5.1,30.0
73.0,76.5,111.4,5.1,20.5,0.4,38.4
84.6,86.6,91.5,1.9,10.8,4.3,36.0
81.9,83.4,134.9,4.0,10.4,2.1,25.2
80.9,81.2,116.5,4.0,9.2,1.3,10.4
79.9,84.3,117.7,1.9,21.7,2.0,30.0
96.2,99.3,63.9,1.1,12.9,2.8,51.2
82.1,85.3,100.8,2.1,13.1,0.6,28.4
84.5,87.0,83.1,2.9,10.8,2.3,9.6
68.6,76.3,84.5,1.3,21.1,3.6,36.4
65.4,65.7,105.9,4.0,3.9,5.7,20.0
75.2,76.2,92.5,1.7,5.2,0.6,45.2
86.6,86.3,74.8,1.7,3.5,1.6,19.6
66.6,66.0,81.6,3.1,4.5,0.3,13.6
73.4,77.4,139.1,1.3,10.9,3.8,21.6
74.4,76.1,116.7,3.1,6.0,0.9,16.8
92.8,96.3,66.6,1.2,12.7,3.8,12.8
79.3,85.2,62.2,1.3,12.8,5.0,30.4
60.8,68.0,54.5,1.2,21.5,4.1,19.6
78.8,78.7,74.8,3.8,5.8,4.5,40.8
76.9,76.4,94.4,3.8,3.2,0.2,34.0
75.3,76.1,91.8,1.4,5.4,1.8,30.0
77.0,78.6,73.6,4.4,18.8,2.1,14.4
86.7,87.9,86.4,1.4,3.5,0.8,32.4
100.1,100.3,63.6,1.6,3.7,1.4,22.0
83.6,84.3,107.4,2.2,3.1,3.4,40.4
76.5,78.9,58.0,1.0,13.4,1.3,25.2
84.9,86.3,57.8,2.5,3.3,5.1,19.6
85.9,87.3,132.8,1.0,15.5,2.3,30.8
71.8,73.2,68.4,2.0,11.7,0.1,26.4
85.3,87.0,66.6,3.9,19.5,2.2,27.6
96.3,98.0,63.9,2.1,7.9,4.4,28.0
76.6,78.2,83.2,3.6,16.7,3.3,22.0
80.6,81.5,162.5,4.5,7.2,1.2,32.0
73.8,77.9,87.4,0.6,15.8,0.1,41.2
87.5,92.1,121.6,1.5,12.0,5.3,36.8
76.5,80.5,157.6,4.0,2.4,0.5,10.4
87.3,88.7,122.3,1.8,6.9,2.4,22.8
76.8,79.4,106.0,2.5,12.5,1.6,16.4
65.3,66.6,104.5,1.4,2.3,0.7,31.6
77.0,78.2,68.8,4.8,16.1,3.8,28.4
84.1,83.7,59.6,4.3,10.3,1.4,45.2
77.8,78.8,139.7,0.7,0.6,0.3,27.2
81.5,80.8,78.7,3.6,7.1,1.4,11.6
88.1,86.3,99.8,2.8,3.6,4.3,24.0
94.5,96.8,78.8,2.7,15.6,1.5,29.2
99.6,99.9,56.1,4.1,18.3,2.2,44.4
82.3,82.0,108.4,2.4,1.5,0.4,27.2
68.1,73.6,132.0,1.9,16.6,2.7,22.4
76.3,76.8,81.7,3.0,7.9,0.8,28.4
84.4,90.8,118.4,1.6,21.1,4.1,34.4
74.0,80.1,74.2,1.4,19.7,5.3,42.4
71.2,70.5,81.7,1.5,0.2,1.7,24.8
95.1,94.1,76.3,1.7,0.3,0.6,9.6
72.5,73.7,58.2,3.9,5.7,4.2,14.0
83.1,87.1,81.8,2.9,17.8,1.4,20.0
77.2,78.7,117.3,2.1,0.0,3.0,28.4
72.9,78.4,129.5,4.7,21.0,4.7,37.6
60.7,65.0,112.0,0.3,7.4,5.7,27.6
75.5,76.6,119.0,0.7,0.7,2.2,23.2
80.1,79.2,91.7,4.7,8.0,1.0,7.6
69.5,70.3,58.4,2.9,7.5,0.8,26.0
83.3,89.7,123.4,1.5,17.1,0.7,34.4
90.4,92.0,95.7,2.7,17.7,0.6,20.0
74.4,78.1,100.7,3.1,20.1,4.7,30.4
72.2,76.5,76.3,3.6,18.4,0.7,31.2
72.7,78.4,155.0,2.2,11.4,4.7,30.8
85.5,85.7,59.2,1.5,12.1,0.8,27.2
74.9,78.8,94.5,1.1,16.6,0.5,10.4
84.2,88.2,120.5,1.9,8.7,5.6,8.0
80.6,80.1,62.7,3.4,8.2,1.1,34.0
64.7,65.2,90.4,2.1,4.0,2.3,23.2
77.1,79.2,69.1,3.2,9.0,0.7,45.2
78.0,83.1,120.1,0.4,16.5,0.6,20.4
76.9,81.4,63.1,2.4,13.1,0.4,42.8
79.1,80.7,144.4,2.0,3.2,0.3,34.8
74.1,73.0,66.1,2.2,0.1,1.2,51.2
72.9,73.9,55.9,3.8,9.6,3.8,28.8
84.9,85.0,84.8,2.3,8.9,0.3,22.4
82.7,86.5,50.4,0.5,14.0,1.0,40.8
84.5,87.6,86.2,1.3,19.9,6.0,18.8
62.7,67.7,56.9,1.4,19.2,5.3,41.6
86.9,89.0,73.4,1.6,8.6,1.3,31.6
79.4,82.3,76.6,2.9,16.3,0.4,28.0
77.5,78.1,101.6,4.3,0.3,5.8,12.8
77.2,77.7,111.5,3.5,19.4,0.4,13.2
77.5,79.7,53.2,1.9,11.4,0.4,17.6
83.7,91.3,136.3,3.7,18.3,1.4,20.4
68.1,74.1,111.8,1.7,15.9,5.5,25.6
74.0,73.1,120.5,3.4,6.8,1.6,18.8
72.5,76.5,63.8,2.0,9.5,5.7,40.8
77.7,78.4,91.6,3.1,10.8,0.9,23.6
87.4,87.9,85.1,2.5,5.1,1.3,34.4
76.1,81.4,61.3,2.0,19.0,1.4,15.2
97.7,96.9,88.9,3.3,4.7,0.5,22.0
73.8,77.5,87.8,1.2,12.1,0.5,22.4
93.2,94.1,73.1,2.4,2.7,4.5,18.8
84.1,82.3,109.7,5.0,1.5,0.2,37.2
85.7,82.7,107.1,3.6,0.2,0.8,14.0
81.8,84.6,69.5,3.4,14.6,5.2,28.0
87.7,87.8,59.9,1.7,2.8,1.4,15.2
77.1,80.6,112.0,3.2,11.1,4.3,14.4
86.6,88.7,113.5,2.5,13.0,1.3,30.4
80.8,84.8,86.8,0.2,13.2,1.4,10.0
84.0,83.2,104.1,4.9,1.3,5.0,42.0
83.6,85.2,59.2,1.7,6.4,5.8,17.6
89.4,89.2,102.2,2.1,0.1,1.9,33.2
84.8,86.1,60.0,2.2,9.3,2.0,22.4
82.1,86.0,69.5,2.5,19.0,1.8,9.2
82.5,82.7,95.7,0.8,1.1,0.2,20.4
75.2,78.0,102.6,0.8,4.7,3.9,28.4
74.4,79.4,66.1,2.0,21.6,2.6,42.4
100.4,100.1,60.6,2.3,6.5,0.9,18.8
77.3,79.8,119.6,4.9,18.7,0.3,27.6
67.2,79.5,158.0,1.9,14.1,1.8,26.8
95.4,99.1,112.9,3.5,12.5,0.7,31.2
100.3,100.1,78.2,4.3,11.9,2.6,10.0
76.1,76.4,88.8,3.4,7.4,1.2,28.0
76.4,77.3,86.1,4.2,8.9,5.0,40.8
78.4,80.1,66.9,1.2,7.7,2.5,48.4
65.6,65.6,56.0,2.8,1.4,3.3,23.6
72.9,79.7,153.9,3.0,11.5,4.4,10.8
90.5,88.5,51.5,3.0,0.1,5.2,33.2
84.1,85.7,79.0,1.9,19.1,0.4,14.4
85.1,85.8,93.0,2.3,9.3,0.7,9.6
79.5,79.1,95.4,2.8,0.5,1.1,34.4
78.3,79.0,103.0,2.5,6.2,2.0,14.4
76.4,77.7,68.4,1.9,7.5,4.8,21.2
79.6,78.8,65.2,1.9,0.7,0.8,12.0
84.9,84.8,102.9,1.5,0.0,2.5,18.0
84.2,85.0,82.7,1.7,2.5,5.0,40.8
81.9,84.4,58.2,1.7,17.5,5.3,7.6
77.1,80.8,103.2,2.2,13.3,0.1,35.2
69.3,72.8,64.7,2.0,13.3,3.8,38.8
82.1,79.2,120.1,5.0,0.6,0.7,23.6
69.1,74.1,145.9,1.9,4.0,3.5,37.6
70.5,75.0,104.6,1.6,20.3,0.2,18.8
73.9,80.0,115.6,2.6,17.5,4.1,25.6
61.4,64.1,98.9,4.0,11.1,5.4,18.4
77.5,79.2,117.4,2.3,11.3,0.2,26.4
86.4,90.3,81.4,1.2,8.6,5.2,24.8
82.1,81.4,74.4,5.0,7.5,0.5,36.0
83.7,89.1,135.3,0.9,21.4,4.8,27.2
81.5,83.9,78.1,3.1,19.7,3.0,15.2
88.0,93.8,145.1,1.6,19.1,3.9,24.0
84.1,81.2,61.4,3.1,0.5,0.4,14.0
70.8,75.0,83.5,1.8,13.7,4.4,30.8
78.5,82.7,132.1,1.0,8.0,0.8,17.2
83.7,85.0,90.3,3.8,13.5,1.8,34.4
71.7,75.3,115.0,2.2,9.6,4.7,21.2
82.2,79.2,72.6,3.7,1.7,0.8,8.4
80.1,78.7,56.4,4.1,0.4,5.4,38.4
78.5,78.7,111.6,2.3,0.5,0.8,14.4
71.6,70.9,77.9,3.0,0.3,4.0,47.6
92.2,93.9,120.0,0.2,0.5,0.7,34.0
85.2,87.2,88.2,3.2,10.4,1.1,13.2
81.5,83.0,76.5,5.1,21.1,0.6,38.8
74.0,79.2,85.7,1.1,18.1,4.9,31.6
76.1,75.9,96.6,4.1,4.7,4.2,12.8
77.5,75.4,112.7,4.5,1.0,2.8,34.0
66.3,72.9,110.8,1.0,20.4,1.1,28.0
85.7,89.7,76.0,2.4,15.5,0.3,41.2
75.6,77.4,56.5,1.6,14.8,1.4,10.0
92.8,95.6,77.3,2.7,11.9,1.4,12.4
71.3,71.6,122.7,2.4,0.2,5.3,10.0
80.7,87.1,90.3,3.1,16.0,4.5,29.2
80.3,82.0,88.4,1.6,8.7,2.8,28.8
79.2,82.0,89.6,1.6,12.9,5.0,16.4
67.3,73.9,115.7,1.4,11.0,4.2,18.0
99.6,101.8,64.6,1.9,12.3,2.7,32.4
88.1,90.2,85.6,2.3,17.2,0.8,12.0
85.1,87.0,65.0,2.8,13.5,2.9,20.4
79.8,81.4,98.7,2.7,5.1,4.4,35.2
64.0,64.6,125.1,1.5,0.1,2.9,21.2
88.9,88.2,85.4,2.3,0.2,3.2,31.6
93.8,93.7,72.8,3.7,9.5,1.1,16.8
73.4,77.6,139.7,1.5,4.4,3.0,22.0
91.1,97.0,105.7,3.0,21.7,1.7,24.8
83.2,82.4,52.7,1.6,0.1,0.3,9.6
83.0,88.7,67.0,3.2,20.7,5.0,13.6
69.8,72.7,97.3,2.2,6.6,1.2,42.8
90.6,91.9,102.3,2.5,14.0,0.5,13.2
87.4,90.9,84.3,1.0,13.0,0.2,28.4
87.2,89.1,84.2,0.7,10.2,1.8,29.2
85.9,91.6,108.4,0.9,13.7,1.4,21.6
64.4,65.9,57.8,1.5,8.3,0.4,37.2
79.8,78.4,52.8,4.8,2.7,0.7,28.0
77.7,78.1,115.1,3.1,3.7,0.3,34.0
69.1,67.0,71.9,3.4,0.0,0.4,37.6
89.4,89.6,52.1,3.4,2.3,5.2,39.6
89.4,89.6,55.2,1.7,0.2,6.0,26.4
80.9,83.7,141.5,1.9,6.6,0.3,12.0
93.6,99.9,112.6,0.8,9.8,4.3,41.6
83.5,90.6,58.1,1.2,19.9,1.6,26.0
85.5,86.4,86.9,0.6,2.5,1.2,19.2
76.1,81.0,55.4,3.8,21.9,4.8,31.2
101.6,101.7,62.6,3.8,10.7,0.7,28.4
70.8,73.8,104.1,0.4,15.7,0.8,26.4
77.9,78.9,137.5,2.3,4.2,0.5,36.4
81.0,85.1,53.4,1.2,14.3,0.8,33.6
69.3,69.0,74.5,2.0,0.4,1.1,52.8
78.2,83.2,97.6,1.0,19.1,2.2,12.8
70.5,75.7,65.7,1.7,21.2,4.2,38.8
69.1,72.9,66.7,0.1,13.8,0.7,34.0
83.7,84.5,59.4,1.8,7.5,0.5,26.8
72.9,77.2,161.3,1.6,10.6,1.7,27.2
86.6,87.4,75.9,3.1,13.0,1.4,25.6
81.4,85.9,104.7,2.1,17.8,4.4,14.8
86.5,86.9,141.0,1.3,0.3,1.3,21.2
78.3,77.9,88.0,2.4,0.0,5.1,40.4
81.7,81.0,75.7,4.8,12.5,1.2,13.6
90.9,90.4,108.7,3.5,0.2,0.8,11.2
92.1,92.8,104.0,3.3,9.0,0.6,6.0
88.7,89.9,83.2,5.0,10.3,5.1,35.6
84.7,86.1,50.7,1.3,0.7,4.8,11.6
89.5,91.3,112.9,2.3,3.0,4.5,39.6
69.5,73.9,123.9,1.5,12.9,5.9,28.4
74.1,77.7,92.8,3.7,20.4,4.8,22.0
81.2,84.6,98.4,1.0,6.7,5.7,23.6
77.7,83.8,136.1,2.8,20.4,0.3,27.2
75.6,77.3,81.4,2.0,14.6,0.2,38.0
95.6,96.0,57.3,3.5,9.2,0.7,15.2
89.2,90.2,124.4,2.5,3.0,5.2,24.4
81.2,83.1,61.4,2.3,9.1,4.5,16.0
93.6,93.9,79.5,4.8,4.5,3.6,26.8
94.3,95.3,84.9,1.4,4.5,1.7,19.2
76.7,79.9,107.9,1.9,16.7,0.4,37.2
79.4,80.5,98.9,1.8,1.4,5.2,36.8
85.6,84.9,83.9,2.0,0.7,5.0,6.8
89.1,87.6,62.5,2.1,0.4,0.8,7.6
82.8,82.2,112.6,1.6,0.2,1.1,14.4
72.3,74.1,82.2,3.6,14.6,5.5,19.2
66.2,68.7,96.6,2.2,12.2,0.6,20.0
75.7,77.1,135.2,1.3,4.6,2.2,20.4
87.8,88.2,90.0,3.5,9.7,2.4,20.8
85.4,83.4,114.4,4.1,0.1,0.3,6.8
78.0,83.6,119.4,1.3,13.9,4.3,31.6
83.8,87.5,70.2,0.5,14.3,0.0,18.4
75.0,80.5,129.6,0.6,11.2,1.6,12.4
73.8,79.0,70.5,1.3,20.8,2.7,33.6
81.5,87.4,70.7,0.4,17.4,4.0,31.2
74.2,77.7,103.1,1.5,15.3,2.8,8.4
86.9,89.3,160.6,2.2,0.1,4.1,24.0
92.6,95.9,90.8,1.1,15.8,0.4,18.4
76.6,78.5,98.7,2.0,3.8,3.7,23.6
74.9,74.5,62.2,1.1,0.2,0.9,9.6
80.2,80.8,95.0,4.5,11.4,2.3,24.0
79.1,83.5,121.2,2.4,21.6,0.9,20.0
91.6,94.2,74.6,1.5,11.4,3.8,27.6
86.6,89.6,101.6,1.9,7.3,2.5,31.2
88.9,99.4,154.3,2.2,19.0,5.2,9.6
90.5,89.6,124.4,3.0,0.5,0.1,18.4
86.1,86.1,68.8,2.0,1.0,1.2,28.4
76.7,80.5,126.5,2.4,12.9,0.2,22.4
66.4,71.1,57.1,2.6,17.6,2.8,38.0
90.1,87.9,63.6,3.3,0.2,0.5,13.6
75.9,78.4,60.8,2.0,19.5,4.2,18.0
87.2,88.7,72.3,2.1,7.1,1.7,22.0
74.3,78.3,55.7,1.0,19.1,0.8,30.4
79.6,85.2,98.2,2.3,20.8,5.9,8.0
87.1,88.6,57.9,1.5,3.3,2.0,42.0
68.5,70.1,115.6,3.6,16.7,1.1,30.4
63.5,64.3,156.3,3.4,0.3,1.5,16.0
77.1,78.5,149.0,1.4,0.1,1.2,19.2
78.7,78.6,103.3,1.4,0.4,0.9,15.6
74.6,78.9,67.4,0.7,16.6,3.7,3.2
89.2,90.6,123.5,1.9,6.1,1.3,41.2
89.5,88.3,109.7,2.8,5.2,1.4,32.8
68.8,70.4,58.3,4.1,20.6,0.8,26.0
81.2,80.9,112.0,5.1,12.5,1.7,11.2
82.4,87.6,128.8,1.2,19.4,0.4,30.8
82.6,82.8,89.5,5.5,14.6,1.1,21.2
84.2,88.6,75.5,3.3,17.3,0.5,24.8
74.6,75.6,89.0,3.1,11.2,3.2,16.8
75.4,78.0,68.8,1.6,13.6,0.7,29.2
89.8,92.4,54.9,3.3,18.4,3.8,24.8
74.8,79.9,108.9,0.5,11.7,0.3,24.4
82.9,85.8,111.5,1.2,4.3,3.9,18.4
79.8,83.4,72.3,0.6,11.8,0.4,36.4
77.0,81.5,75.8,0.4,20.9,5.3,28.8
68.8,70.1,138.7,3.1,6.0,6.0,38.8
80.1,81.8,60.2,1.1,6.9,1.8,30.4
80.6,80.7,76.7,3.9,20.4,1.0,28.4
72.1,77.7,51.5,2.5,19.7,2.1,13.6
78.2,77.6,55.4,4.0,4.7,0.9,29.6
93.0,92.2,55.3,2.8,0.3,0.7,34.4
89.3,88.3,94.2,2.2,0.5,0.9,17.6
87.5,89.3,57.5,3.1,16.5,4.9,37.2
70.6,74.8,55.6,1.7,11.7,0.5,46.4
78.5,77.2,73.4,3.2,3.1,3.7,31.6
76.6,76.2,99.7,3.4,1.4,0.4,27.2
84.2,83.9,69.2,4.3,2.8,5.1,16.0
72.3,74.2,103.6,4.7,16.1,1.3,34.8
80.0,81.7,103.8,1.7,7.5,4.5,8.0
77.0,77.7,119.7,4.6,6.6,1.0,33.2
83.5,87.5,69.9,3.3,20.1,4.2,50.0
