lifespan,genetic,length,mass,exercise,smoking,alcohol,sugar,bmi
79.7,78.8,174.0,50.1,1.8,1.4,0.6,19.6,16.54776060245739
84.9,87.0,174.0,125.6,2.5,8.6,1.3,22.8,41.48500462412472
80.3,82.5,155.0,68.7,3.3,10.6,1.5,9.2,28.595213319458896
89.8,91.5,180.0,65.0,4.4,12.2,4.0,17.6,20.061728395061728
74.7,77.8,183.0,89.1,1.6,13.2,0.9,22.4,26.605751142166078
75.7,77.9,195.0,62.1,3.2,19.2,2.7,21.2,16.331360946745562
73.0,76.1,204.0,108.8,3.9,15.9,4.9,31.6,26.143790849673202
70.6,71.7,173.0,125.2,1.7,4.5,0.6,30.4,41.83233652978716
78.4,82.3,205.0,96.5,2.5,18.0,5.0,24.4,22.96252230814991
87.4,90.3,172.0,72.8,3.9,16.5,0.2,36.0,24.607896160086536
83.6,83.1,166.0,76.0,1.7,0.6,5.9,26.8,27.58020031934969
76.0,75.2,187.0,73.6,2.6,1.9,3.3,37.2,21.047213246017897
85.0,85.0,195.0,70.6,0.7,0.4,0.5,29.6,18.56673241288626
87.0,91.7,192.0,79.7,1.5,21.1,0.6,12.0,21.620008680555557
62.4,64.4,197.0,74.1,4.4,19.7,1.9,40.0,19.09350923754799
65.9,64.9,203.0,100.7,1.7,0.4,2.1,23.2,24.436409522191763
78.5,78.0,186.0,85.9,1.3,0.1,0.4,24.0,24.829460053185336
77.1,79.2,165.0,111.8,0.8,1.8,0.6,35.2,41.0651974288338
63.5,69.6,181.0,142.3,1.6,19.2,4.2,24.0,43.43579255822472
65.3,64.8,178.0,111.3,2.6,0.4,3.0,30.8,35.128140386314854
94.5,98.2,181.0,62.0,1.3,12.3,2.9,35.6,18.924941241109856
88.6,89.1,188.0,132.8,2.7,2.0,5.3,26.4,37.57356269805342
78.6,81.2,191.0,116.7,1.0,8.9,1.9,31.6,31.989254680518627
77.0,72.8,181.0,107.4,4.3,0.1,1.9,35.2,32.78288208540643
78.9,83.8,188.0,87.4,0.2,15.8,5.6,22.0,24.72838388411046
85.7,85.1,207.0,102.0,3.5,8.1,2.0,16.8,23.80452285934328
88.8,89.6,199.0,118.4,2.3,6.1,0.3,40.8,29.898234893058255
80.0,80.7,193.0,77.9,3.6,19.3,2.7,14.0,20.913313109076757
77.2,78.5,177.0,59.0,1.7,2.5,5.1,32.8,18.832391713747644
82.2,82.8,181.0,119.4,1.7,1.2,0.5,37.2,36.44577393852447
80.1,82.5,173.0,98.9,3.4,9.3,2.0,36.8,33.04487286578235
89.3,88.0,192.0,83.0,5.4,10.6,0.6,18.4,22.51519097222222
105.1,100.4,186.0,82.2,4.7,0.2,1.0,26.4,23.759972251127294
72.7,75.7,167.0,120.8,3.8,9.5,1.1,14.0,43.31456846785471
84.5,88.1,169.0,92.1,1.8,15.3,0.9,10.8,32.24677007107594
81.0,80.4,182.0,124.3,3.7,1.1,2.0,34.8,37.52566115203477
77.4,77.4,187.0,51.0,1.9,3.2,0.7,21.6,14.584346135148271
81.4,85.1,187.0,57.5,2.4,15.0,5.5,4.4,16.443135348451484
78.5,78.2,186.0,90.9,4.5,10.6,0.6,9.6,26.27471383975026
69.2,71.4,174.0,62.3,3.5,17.1,0.2,16.8,20.57735500066059
83.0,80.9,199.0,81.6,3.2,2.3,1.3,15.2,20.605540264134742
104.1,100.6,181.0,89.5,4.6,0.3,0.7,24.4,27.319068404505355
76.5,79.4,188.0,128.7,1.6,10.0,4.0,30.0,36.41353553644183
81.0,81.5,212.0,60.2,1.8,3.1,3.3,18.4,13.39444642221431
81.3,82.2,174.0,106.7,1.6,1.7,2.3,24.8,35.2424362531378
76.2,79.7,178.0,75.2,1.4,13.0,4.5,18.4,23.73437697260447
85.7,86.8,182.0,93.5,1.6,0.7,3.6,35.2,28.227267238256246
71.8,79.8,168.0,109.7,1.4,14.6,5.3,38.0,38.86763038548754
77.9,79.9,185.0,120.8,0.4,9.6,2.8,28.4,35.29583637691746
78.3,79.5,174.0,133.0,2.9,4.8,0.3,15.2,43.92918483287092
80.5,87.1,164.0,58.1,2.4,21.9,0.8,24.0,21.601725163593102
75.5,78.1,172.0,58.9,0.5,8.2,0.7,10.8,19.909410492157924
86.2,87.3,209.0,80.9,1.4,6.7,1.3,36.4,18.520638263776018
76.0,78.3,176.0,55.0,1.4,10.4,0.4,22.4,17.75568181818182
71.2,70.9,207.0,76.9,1.6,0.2,2.9,21.6,17.9467432145441
91.6,90.5,186.0,57.8,2.9,0.1,1.1,22.4,16.707133772690483
66.3,70.5,189.0,68.3,1.3,18.8,2.4,46.4,19.12040536379161
89.3,95.5,170.0,107.5,2.4,21.4,1.9,28.0,37.19723183391004
76.1,82.8,158.0,82.8,1.2,20.2,1.0,32.8,33.1677615766704
80.9,82.1,182.0,119.4,2.5,4.5,5.8,16.0,36.04637121120638
70.7,76.1,188.0,115.7,1.4,21.3,4.2,26.0,32.735400633770944
86.8,81.3,200.0,110.2,5.3,0.2,0.3,36.4,27.55
74.1,71.8,190.0,126.6,3.7,3.9,0.3,34.4,35.069252077562325
82.8,83.5,194.0,70.0,2.2,0.3,2.9,39.6,18.599213518971197
73.1,74.2,188.0,101.2,0.8,0.1,4.1,31.6,28.632865550022636
76.1,79.8,177.0,119.0,0.4,14.4,1.4,17.6,37.983976507389315
87.3,92.9,199.0,86.6,1.3,15.8,5.6,34.0,21.868134643064568
81.3,80.8,159.0,52.3,1.4,2.0,0.2,12.8,20.68747280566433
83.6,90.4,192.0,63.5,0.8,17.6,0.6,12.4,17.225477430555557
91.1,92.9,181.0,55.6,0.7,11.4,1.5,2.8,16.971398919446905
81.4,87.7,163.0,92.3,1.3,19.9,4.9,40.8,34.73973427678874
81.4,81.2,203.0,118.3,2.8,0.0,3.9,18.0,28.70732121623918
79.2,79.0,189.0,50.6,1.8,0.3,2.2,30.4,14.165336916659669
85.4,87.2,176.0,86.5,1.3,4.4,1.7,36.8,27.924845041322314
85.1,84.0,188.0,91.5,1.9,0.1,0.5,13.2,25.888411045722048
81.0,80.4,186.0,92.8,2.7,5.1,1.3,16.4,26.823910278644927
70.6,78.6,168.0,163.1,2.5,11.5,3.4,40.0,57.78769841269842
88.1,91.0,207.0,60.9,1.7,11.0,0.6,32.0,14.212700413078487
78.7,80.7,185.0,73.8,2.6,11.6,1.3,29.6,21.563184806428048
76.3,77.6,176.0,61.8,1.1,1.9,5.4,38.8,19.950929752066116
78.1,78.5,162.0,101.4,4.6,6.3,0.3,33.6,38.637402834933695
77.0,78.1,204.0,114.8,0.1,0.0,4.8,10.4,27.58554402153018
77.3,77.4,197.0,96.2,2.4,3.6,4.7,9.2,24.78806462418511
82.7,81.9,182.0,78.8,4.2,3.6,1.1,9.2,23.789397415771038
95.5,99.6,191.0,91.0,2.1,12.4,3.0,20.8,24.94449165318933
80.2,85.0,201.0,122.6,0.2,15.4,0.2,31.6,30.345783520209903
73.7,79.5,204.0,61.0,1.3,19.1,4.8,6.4,14.657823913879277
76.9,86.4,174.0,163.5,2.4,16.9,5.2,2.8,54.00317082837891
70.6,73.4,179.0,52.7,2.7,12.2,6.0,17.2,16.447676414593804
83.6,87.3,174.0,152.3,2.3,11.9,0.0,26.4,50.30387105297926
101.8,100.3,184.0,80.8,4.9,7.9,0.0,16.4,23.86578449905482
77.0,79.0,180.0,154.8,2.3,0.1,5.6,22.0,47.77777777777778
75.6,77.0,160.0,113.2,3.6,7.8,4.0,6.4,44.21874999999999
84.2,82.0,192.0,89.2,5.3,1.4,5.2,43.2,24.197048611111114
71.0,78.7,173.0,159.5,2.0,21.4,0.3,4.0,53.29279294329914
88.9,92.1,205.0,120.2,2.2,14.6,4.8,16.8,28.602022605591912
58.9,63.9,176.0,113.6,1.9,11.1,4.2,16.8,36.67355371900826
73.9,72.9,193.0,127.9,3.8,1.9,0.2,30.8,34.336492254825636
87.9,85.8,202.0,79.3,4.5,3.1,2.8,36.0,19.434369179492204
76.8,78.3,185.0,71.5,2.4,11.3,1.3,35.2,20.89116143170197
72.7,75.7,176.0,121.9,2.9,8.9,0.5,28.8,39.35304752066116
93.6,92.7,201.0,64.9,1.7,0.2,1.2,40.4,16.063958812900676
67.8,73.0,171.0,87.8,2.2,15.8,0.2,32.0,30.026332888752098
88.5,87.2,160.0,110.7,5.2,8.1,3.0,22.0,43.24218749999999
89.4,93.3,175.0,88.6,3.4,14.2,6.0,22.8,28.930612244897958
73.7,77.5,191.0,80.3,2.6,11.8,0.2,22.0,22.011458019242895
97.6,99.3,183.0,112.2,3.8,16.1,0.6,30.4,33.50353847532025
92.6,93.1,171.0,54.8,4.3,9.4,0.7,36.8,18.740809137854384
73.1,72.6,180.0,83.4,2.0,0.3,0.9,43.6,25.74074074074074
85.9,85.8,174.0,82.6,3.2,9.8,1.1,12.0,27.282335843572465
63.0,64.3,174.0,85.6,1.6,6.7,5.3,29.2,28.273219711983085
84.0,85.1,174.0,88.1,2.8,8.4,0.4,34.4,29.098956268991937
75.8,76.3,214.0,122.5,2.0,4.3,1.3,18.8,26.749061053367107
83.1,84.8,175.0,98.9,0.5,2.7,0.4,26.4,32.29387755102041
78.5,76.1,176.0,75.0,4.2,0.2,0.8,26.4,24.212293388429753
99.4,100.6,158.0,72.4,1.5,3.1,5.9,24.4,29.0017625380548
79.0,78.6,161.0,77.6,2.9,1.5,0.6,20.0,29.93711662358705
74.1,79.8,178.0,137.0,5.3,19.8,3.7,15.6,43.23948996338846
86.8,87.6,193.0,94.7,1.0,1.0,2.0,37.2,25.42350130204838
94.7,94.1,185.0,122.4,3.6,0.2,5.9,22.0,35.76333089846603
74.6,76.2,198.0,51.4,2.8,10.3,4.4,38.0,13.11090705030099
66.7,67.6,174.0,61.0,2.4,9.7,1.0,26.4,20.147971991015986
99.4,100.2,196.0,122.9,1.2,0.7,2.4,35.2,31.991878384006668
87.1,88.0,203.0,120.6,1.8,6.9,0.8,41.2,29.265451721711283
70.4,74.9,175.0,142.0,3.0,12.1,4.3,26.8,46.36734693877551
86.0,86.3,181.0,64.9,0.1,0.2,0.4,15.2,19.81014010561338
87.5,87.4,191.0,98.8,3.3,9.2,0.9,41.6,27.082590937748417
73.0,76.5,180.0,139.9,2.2,2.4,4.6,31.2,43.17901234567901
81.7,84.8,198.0,87.3,2.8,17.1,3.5,13.2,22.26813590449954
87.6,89.1,189.0,70.1,2.5,15.6,0.7,28.0,19.624310629601634
74.0,75.8,186.0,107.6,3.9,12.3,3.4,20.4,31.10186148687709
88.0,93.2,200.0,108.5,5.0,15.8,4.9,35.6,27.125
73.3,74.8,186.0,64.5,2.0,6.8,2.8,10.8,18.643773846687477
99.3,101.9,206.0,106.6,2.9,7.7,3.9,39.2,25.120180978414552
87.3,88.1,157.0,71.4,1.8,10.3,0.6,24.4,28.966692360744858
79.2,81.3,166.0,69.3,0.8,9.9,1.6,16.4,25.14878792277544
71.4,74.7,192.0,101.8,3.2,20.2,4.7,19.2,27.61501736111111
74.5,79.5,188.0,109.7,1.6,14.2,4.5,22.4,31.0377999094613
95.2,94.7,177.0,78.2,1.9,1.5,0.3,27.2,24.96089884771298
78.8,81.0,181.0,121.6,1.0,3.8,1.8,26.8,37.117304111596106
80.8,81.2,177.0,104.5,3.4,6.8,0.6,17.6,33.35567684892591
86.3,88.7,192.0,62.8,0.6,11.1,4.4,15.2,17.03559027777778
71.3,72.1,175.0,126.7,3.4,8.3,0.5,2.8,41.371428571428574
73.3,77.6,185.0,98.9,2.2,20.7,3.9,20.8,28.89700511322133
83.9,85.4,205.0,97.1,2.0,9.8,4.4,10.0,23.105294467578823
71.1,74.9,195.0,120.2,2.9,15.3,2.0,43.6,31.610782380013152
82.8,84.7,197.0,154.5,2.9,7.8,0.6,8.0,39.810353268571724
82.9,84.2,182.0,103.8,1.6,5.0,0.8,16.0,31.336795073058806
76.0,76.7,202.0,105.0,1.6,4.2,0.5,17.6,25.732771296931674
84.6,89.0,196.0,80.2,1.6,11.5,0.7,41.6,20.87671803415244
67.3,66.1,212.0,82.8,1.6,0.5,0.6,15.2,18.422926308294763
74.4,79.1,192.0,112.5,3.6,21.4,4.1,26.0,30.517578125
70.2,72.5,192.0,82.9,2.3,17.2,1.0,33.2,22.488064236111114
82.6,86.0,168.0,143.7,2.3,3.8,0.9,36.4,50.91411564625851
80.0,79.1,175.0,83.3,2.1,0.4,0.9,32.4,27.2
73.7,76.7,197.0,122.5,1.4,7.5,3.1,29.6,31.564843206472727
73.5,76.7,185.0,108.1,2.5,16.6,4.7,30.0,31.585098612125634
79.4,83.0,155.0,92.1,1.7,7.7,1.3,32.4,38.3350676378772
75.6,77.6,175.0,70.4,1.6,11.5,1.0,26.0,22.98775510204082
80.7,86.4,183.0,97.5,3.1,21.3,3.0,52.8,29.114037445131235
82.9,80.2,207.0,96.4,4.4,0.1,1.8,48.0,22.497607878830316
84.6,84.8,163.0,107.0,4.6,0.2,5.1,12.0,40.27249802401295
67.4,66.4,183.0,66.6,3.3,0.3,2.8,24.8,19.887127116366564
94.6,95.0,181.0,74.6,1.5,4.9,0.6,20.4,22.770977686883793
84.7,87.7,169.0,72.2,0.5,14.3,0.4,10.4,25.27922691782501
76.4,80.5,173.0,143.0,1.8,10.3,1.1,28.0,47.77974539744061
73.8,78.1,189.0,59.2,1.9,20.5,1.0,33.2,16.572884297752026
85.2,86.1,174.0,100.5,1.6,1.4,3.8,20.8,33.19460959175584
77.0,76.6,181.0,103.8,3.9,2.9,0.7,55.2,31.684014529471018
78.8,85.1,157.0,118.8,3.3,16.5,4.9,20.4,48.19668140695362
75.3,74.5,180.0,65.3,1.6,1.1,0.6,17.2,20.15432098765432
74.8,78.1,176.0,51.7,0.7,15.7,0.9,28.0,16.69034090909091
87.8,88.9,183.0,130.5,1.6,1.1,0.5,22.0,38.96801934963719
78.6,84.3,173.0,147.9,3.1,12.9,1.6,26.4,49.41695345651375
61.8,64.0,189.0,99.6,3.2,21.1,1.3,21.6,27.8827580414882
74.6,73.0,176.0,76.0,2.8,0.2,0.1,29.6,24.535123966942148
91.3,91.7,173.0,87.8,1.7,6.1,0.5,36.4,29.336095425841155
75.9,79.2,191.0,105.6,2.7,11.4,3.3,21.2,28.946574929415313
80.7,83.9,170.0,70.3,3.5,21.2,0.6,30.4,24.325259515570934
81.8,84.9,176.0,85.3,2.8,16.2,4.0,30.0,27.53744834710744
97.3,98.5,195.0,134.4,1.8,3.9,0.2,28.0,35.34516765285996
75.4,80.3,156.0,106.7,4.1,13.8,4.8,38.0,43.84451019066403
77.9,85.7,182.0,72.7,1.4,20.3,0.5,46.8,21.947832387392825
77.6,77.3,177.0,50.3,2.3,0.2,4.7,33.6,16.055411918669602
67.9,69.7,196.0,86.1,3.1,15.4,1.1,9.2,22.41253644314869
79.5,85.8,166.0,155.7,2.2,7.6,2.2,34.4,56.50312091740456
81.9,81.4,168.0,125.1,4.0,0.4,2.6,11.6,44.32397959183674
71.9,78.6,193.0,147.5,2.4,18.3,2.8,16.8,39.598378479959194
76.0,76.8,171.0,94.6,1.6,0.5,3.7,43.6,32.351834752573446
87.1,92.9,170.0,67.5,1.8,20.9,0.3,34.0,23.356401384083046
83.0,87.7,188.0,94.4,1.2,15.8,3.8,35.6,26.70891806247171
75.4,78.1,204.0,59.9,1.7,13.1,0.1,6.8,14.393502499038831
84.1,82.8,206.0,122.9,4.3,0.1,0.8,21.2,28.961259308134604
75.0,77.9,197.0,56.8,3.9,22.0,0.3,31.2,14.63578036022572
84.9,85.8,171.0,88.8,5.4,8.4,4.0,21.2,30.36831845696112
87.9,86.1,198.0,98.0,4.1,4.2,0.5,16.8,24.997449239873482
71.6,76.6,168.0,94.2,4.3,18.9,0.1,24.0,33.37585034013606
76.0,77.7,169.0,100.5,3.6,9.2,0.3,26.8,35.18784356290046
75.6,78.6,166.0,102.3,5.2,11.1,1.9,26.8,37.12440121933518
69.2,74.6,185.0,76.5,1.4,19.7,2.1,28.8,22.352081811541268
82.8,86.1,161.0,105.9,0.5,7.4,2.6,11.2,40.854905289147794
96.7,98.9,172.0,102.3,0.7,15.6,2.8,8.0,34.579502433747976
73.5,79.0,177.0,152.5,1.8,9.8,0.4,31.6,48.67694468383925
79.3,78.3,185.0,56.0,4.4,8.9,1.9,26.4,16.362308254200144
81.4,84.4,199.0,85.4,4.9,12.7,2.7,33.6,21.565111992121412
77.7,77.1,169.0,110.7,3.8,11.6,5.4,47.2,38.75914708868738
76.1,80.8,184.0,77.1,2.8,15.1,5.9,31.6,22.77292060491493
78.5,78.4,193.0,102.5,1.3,0.6,0.6,20.0,27.517517248785204
67.4,70.1,174.0,58.2,1.5,15.9,4.3,36.4,19.223147047166073
77.9,80.6,189.0,113.5,3.4,13.9,3.8,17.6,31.774026483021192
96.3,98.2,185.0,86.3,4.1,8.2,4.2,32.0,25.215485756026293
82.0,85.4,167.0,106.1,2.9,13.5,4.0,18.8,38.04367313277636
83.0,83.8,200.0,139.1,4.0,7.2,0.5,28.8,34.775
84.4,87.3,174.0,92.2,4.0,19.8,0.4,50.8,30.453164222486457
75.8,76.3,196.0,103.3,1.4,3.8,0.6,29.2,26.889837567680136
88.1,84.9,168.0,77.0,4.0,2.4,3.5,30.0,27.281746031746035
79.3,78.9,190.0,58.7,1.0,0.4,0.3,20.4,16.26038781163435
86.8,86.5,181.0,119.6,2.3,0.0,3.9,22.4,36.50682213607643
83.9,82.5,203.0,60.5,3.2,4.1,0.4,28.0,14.681258948287999
99.1,98.3,182.0,80.2,1.4,0.3,0.3,15.6,24.212051684579155
89.2,90.0,198.0,102.1,1.4,6.5,0.4,48.4,26.04326089174574
84.3,87.4,160.0,65.8,4.1,17.1,1.0,43.2,25.703124999999993
74.3,80.0,164.0,59.0,1.1,15.9,0.7,9.6,21.936347412254616
94.3,93.2,161.0,90.3,3.4,1.2,2.6,19.6,34.83661895760194
85.0,84.2,189.0,94.0,2.8,8.3,0.5,11.2,26.315052770079227
88.3,91.4,173.0,119.3,1.9,4.8,4.1,26.8,39.86100437702562
78.0,77.1,185.0,57.2,2.6,2.4,1.9,19.2,16.712929145361578
91.6,93.7,200.0,102.5,2.5,7.5,5.2,19.2,25.625
78.4,84.1,188.0,121.8,1.4,20.0,4.8,19.6,34.46129470348574
77.9,79.7,164.0,64.1,5.4,15.0,0.7,23.2,23.832540154669843
86.1,92.2,178.0,88.5,1.4,16.8,4.0,45.2,27.93207928291882
85.6,84.6,168.0,88.1,5.4,10.9,0.3,19.2,31.214569160997733
96.3,98.2,196.0,120.9,1.9,6.8,2.1,30.0,31.47126197417743
82.3,84.9,173.0,107.4,2.6,10.9,0.4,53.2,35.88492766213372
90.6,89.9,173.0,92.8,3.7,7.6,2.2,24.0,31.006715894283136
81.1,82.3,185.0,106.6,0.6,3.1,0.7,19.6,31.146822498173844
86.5,85.6,189.0,137.8,3.0,0.2,4.5,15.6,38.57674757145657
69.0,69.0,163.0,54.9,2.0,8.1,0.1,15.6,20.663178892694493
80.0,79.0,168.0,67.2,2.6,3.7,0.7,27.6,23.809523809523814
89.5,92.0,197.0,50.6,1.9,15.9,2.4,34.8,13.038212785694041
76.2,76.2,190.0,94.0,1.4,3.5,1.2,21.6,26.038781163434905
76.9,76.1,199.0,56.1,4.9,10.3,2.7,28.4,14.166308931592637
86.6,87.3,175.0,109.5,1.2,2.9,0.7,12.0,35.755102040816325
79.8,79.7,179.0,123.1,3.4,3.8,0.7,43.6,38.41952498361474
88.4,89.9,188.0,51.5,1.8,10.0,0.4,25.6,14.571072883657765
75.3,81.2,195.0,107.1,0.1,19.1,1.9,31.6,28.16568047337278
89.4,89.0,174.0,91.8,2.1,0.0,5.1,40.4,30.32104637336504
92.0,92.4,180.0,145.4,2.3,3.0,0.8,6.0,44.876543209876544
75.2,77.6,171.0,68.4,1.1,7.7,1.2,33.2,23.39181286549708
73.6,76.1,171.0,55.1,3.1,15.9,5.1,31.2,18.843404808317093
86.6,86.9,185.0,52.2,3.7,2.8,5.0,30.8,15.252008765522278
76.6,80.4,195.0,51.4,2.6,16.5,4.1,47.6,13.51742274819198
73.1,80.4,183.0,79.9,2.6,21.8,4.1,28.8,23.858580429394724
87.7,86.3,207.0,104.2,2.6,0.5,4.1,33.6,24.317953744544802
69.2,70.3,184.0,82.5,3.0,10.4,4.3,23.2,24.367911153119092
90.5,89.7,172.0,87.0,1.8,3.1,0.6,14.4,29.40778799351001
79.2,81.5,175.0,117.9,4.0,9.4,5.7,15.2,38.49795918367347
87.9,88.0,200.0,71.6,4.4,19.7,0.3,16.4,17.9
88.5,91.5,204.0,104.9,2.3,15.3,0.6,22.4,25.206651287966167
86.2,90.5,182.0,120.1,3.0,17.7,3.8,16.0,36.25769834561043
78.7,80.0,180.0,137.3,3.0,3.0,2.2,23.2,42.376543209876544
71.0,78.9,158.0,55.6,1.2,20.8,0.4,33.6,22.272071783368048
76.5,79.3,186.0,116.9,3.5,21.0,5.2,9.2,33.79003352988784
79.4,81.5,180.0,55.2,0.5,6.5,4.3,8.8,17.037037037037038
75.9,76.6,183.0,118.3,1.8,0.4,0.8,21.6,35.325032100092564
82.6,83.4,200.0,112.1,3.2,4.9,0.7,33.6,28.025
86.8,86.4,180.0,50.7,1.5,2.7,0.6,22.8,15.648148148148149
61.4,67.1,194.0,134.4,2.8,20.6,4.5,21.2,35.7104899564247
88.2,89.3,202.0,89.3,1.7,6.3,0.4,13.2,21.885109303009507
63.5,65.5,203.0,79.7,0.5,3.7,3.4,25.2,19.340435341794276
76.5,81.3,203.0,75.0,0.7,17.6,2.0,26.4,18.199907787133885
78.1,81.1,178.0,101.3,1.8,10.0,1.1,40.4,31.97197323570256
77.8,82.0,197.0,120.5,4.6,21.8,5.0,18.0,31.04949882759154
83.6,83.0,196.0,137.1,3.1,0.2,3.1,36.0,35.68825489379425
82.8,86.7,202.0,91.5,2.6,14.7,4.8,28.8,22.424272130183315
92.3,93.7,187.0,134.2,2.2,1.1,1.4,42.0,38.37684806542937
78.4,76.9,195.0,63.1,5.4,4.2,3.0,21.2,16.594345825115056
83.5,86.7,182.0,101.1,1.8,14.3,1.9,54.0,30.521676126071725
81.3,79.6,200.0,71.4,4.2,9.6,1.4,17.6,17.85
81.1,83.9,197.0,139.2,3.3,13.9,2.2,22.0,35.86796877013064
89.1,91.0,187.0,121.9,2.6,13.3,0.2,40.0,34.85944693871715
72.5,73.2,182.0,55.7,1.8,4.4,0.9,42.8,16.815601980437144
72.3,75.1,170.0,78.7,5.3,21.1,0.8,26.0,27.231833910034606
72.5,75.4,167.0,124.3,3.3,12.6,2.6,29.2,44.56954354763527
71.6,75.9,207.0,58.0,2.3,19.7,1.1,28.8,13.535905155312845
95.3,98.1,184.0,76.4,0.8,13.2,1.8,23.2,22.56616257088847
70.1,69.6,184.0,59.4,3.6,5.8,1.8,26.8,17.544896030245745
85.0,86.4,185.0,66.1,3.0,8.7,3.9,18.0,19.313367421475526
82.5,81.2,167.0,59.0,1.8,0.1,0.8,14.8,21.15529420201513
60.0,64.2,175.0,127.4,1.6,20.9,1.1,7.6,41.6
83.7,87.1,202.0,64.8,1.3,9.4,0.4,46.4,15.880796000392118
86.9,87.8,196.0,115.6,3.5,5.2,1.8,30.8,30.091628488129945
93.5,99.8,188.0,77.4,0.7,19.5,3.6,48.8,21.89904934359439
79.6,79.4,206.0,61.5,1.1,0.2,0.2,23.6,14.492412102931475
77.9,77.6,183.0,110.4,2.1,1.1,0.9,14.4,32.96604855325629
85.0,86.5,175.0,66.0,2.5,21.2,0.3,28.8,21.551020408163264
73.5,73.3,195.0,84.6,1.3,1.6,0.2,26.0,22.24852071005917
79.7,84.3,155.0,116.9,2.0,8.1,0.9,28.0,48.6576482830385
76.0,80.5,177.0,113.1,1.9,22.1,0.6,30.0,36.100737336014554
83.1,81.9,164.0,75.3,3.3,0.5,2.5,25.6,27.99672813801309
78.5,77.9,189.0,139.2,2.8,0.5,0.4,23.2,38.96867388930881
72.6,80.1,155.0,101.9,0.4,19.3,2.1,42.0,42.41415192507804
86.8,90.9,184.0,82.7,1.6,13.8,4.7,24.4,24.426984877126653
80.2,80.7,191.0,126.5,1.0,1.1,0.1,22.4,34.67558455086209
62.5,66.6,173.0,50.3,1.3,9.5,3.6,44.4,16.80644191252631
72.6,74.9,193.0,74.1,2.9,14.6,4.8,32.8,19.893151493999838
90.2,91.2,192.0,100.4,2.5,2.4,0.7,36.0,27.235243055555557
83.6,88.2,184.0,114.7,4.6,21.5,6.0,26.0,33.878780718336486
92.2,90.5,196.0,88.3,3.4,0.6,4.0,20.0,22.98521449396085
82.5,86.1,173.0,121.4,3.2,21.7,3.8,40.4,40.562664973771255
80.4,83.9,178.0,63.6,3.5,18.6,5.2,12.8,20.073223077894205
95.8,95.8,184.0,50.9,1.7,3.5,0.4,23.2,15.034262759924385
64.1,65.7,192.0,115.5,3.1,8.3,1.7,20.4,31.331380208333336
80.3,82.0,202.0,88.8,0.7,3.8,3.0,32.4,21.762572296833643
68.2,77.4,173.0,149.4,1.2,20.5,5.4,26.4,49.91813959704634
83.1,83.8,187.0,53.6,3.1,12.0,0.6,6.0,15.327861820469556
81.8,80.5,166.0,78.3,2.7,0.8,0.2,18.4,28.41486427638264
81.4,81.5,180.0,59.0,2.8,4.7,0.9,30.8,18.209876543209877
83.0,86.0,200.0,60.0,4.6,20.7,0.5,39.2,15.0
80.0,85.1,166.0,61.7,3.1,20.2,0.8,30.0,22.390767890840472
87.3,88.8,174.0,75.9,1.4,3.8,3.4,25.6,25.069361870788743
73.4,77.1,192.0,74.6,1.6,12.1,1.2,32.4,20.23654513888889
79.7,79.5,174.0,72.6,3.8,10.9,0.8,30.4,23.979389615537055
76.4,79.1,188.0,86.9,3.8,12.9,2.8,36.4,24.586917157084656
81.9,81.7,168.0,102.9,2.6,0.3,0.7,29.2,36.45833333333334
76.3,75.8,166.0,97.3,3.5,0.1,2.7,18.8,35.30991435622006
77.8,84.6,198.0,123.7,1.8,18.9,3.0,32.0,31.55290276502398
76.9,77.6,197.0,112.8,1.4,4.7,0.4,10.8,29.065422968898964
80.0,79.4,191.0,56.3,4.5,12.0,0.5,13.6,15.432690989830322
68.5,73.9,190.0,71.7,1.5,18.2,0.5,24.8,19.861495844875346
77.8,79.7,171.0,115.4,1.4,6.5,0.6,30.4,39.465134571321094
77.6,85.9,195.0,121.8,2.1,22.1,4.6,47.6,32.03155818540434
87.8,88.5,176.0,69.2,4.1,10.7,0.7,24.0,22.339876033057852
100.4,99.6,187.0,62.7,1.7,0.2,5.2,29.6,17.930166719094053
79.5,78.9,185.0,89.8,2.5,1.3,1.7,33.6,26.238130021913804
88.6,87.7,203.0,118.0,2.0,0.1,3.9,35.6,28.634521585090642
79.0,83.9,157.0,78.5,3.5,18.9,5.8,40.8,31.84713375796178
87.7,93.1,172.0,152.5,1.5,8.2,0.6,24.0,51.5481341265549
69.2,75.3,155.0,65.9,2.4,21.0,0.6,25.6,27.429760665972942
83.3,84.1,178.0,77.8,1.5,3.9,2.6,4.0,24.554980431763664
72.2,73.0,197.0,50.0,1.7,9.8,5.8,24.0,12.883609472029685
84.8,84.1,172.0,64.0,1.3,0.3,2.7,29.2,21.63331530557058
73.1,76.9,159.0,64.3,1.9,20.2,5.8,38.0,25.434120485740277
80.2,82.6,176.0,100.9,1.2,7.4,4.0,15.2,32.57360537190083
86.8,85.7,173.0,74.9,3.9,0.2,0.5,33.6,25.025894617260853
84.9,85.4,188.0,112.9,4.2,15.4,4.9,29.2,31.94318696242644
85.0,87.7,176.0,74.4,1.9,12.3,2.0,27.2,24.018595041322317
75.2,76.6,177.0,97.8,2.2,0.7,4.9,37.2,31.217083213635924
79.3,78.3,172.0,82.5,2.3,2.0,2.4,23.2,27.886695511087076
79.9,82.1,180.0,97.7,2.7,5.5,5.4,30.0,30.15432098765432
